Player,Team,AB,R,H,2B,3B,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
Nick,HB,2,1,1,0,0,0,0,1,0.500,0.500,0.500,1.000,0,0,0,0,0,0,0,0
JÄGER
Marcel,DOI,71,7,11,1,0,0,9,12,0.155,0.169,0.279,0.448,8,5,15,1,2,1,3,1
JÄGER
Michael,DOI,53,3,15,1,0,0,6,16,0.283,0.302,0.451,0.753,13,4,9,0,1,0,0,0
JAHN
Daniel,BB,3,1,1,0,0,0,0,1,0.333,0.333,0.333,0.666,0,0,1,0,0,0,0,0
JENKINS
Cole,VM,49,12,13,4,1,0,11,19,0.265,0.388,0.419,0.807,10,3,9,0,0,2,6,0
JENSEN
Matthew,BB,89,25,33,6,0,4,30,51,0.371,0.573,0.496,1.069,18,7,7,0,3,0,12,0
KAWANISHI
Dan,VW,77,21,19,2,1,0,7,23,0.247,0.299,0.368,0.667,14,2,21,0,2,0,10,1
KIENBERGER
Alexander,DD,18,1,2,0,0,0,0,2,0.111,0.111,0.273,0.384,2,2,9,0,0,0,0,0
KIRBY
Joe,HB,13,7,3,0,0,0,1,3,0.231,0.231,0.545,0.776,8,1,1,1,0,0,0,0
KOLLER
Michael,GH,20,1,3,0,0,0,1,3,0.150,0.150,0.150,0.300,0,0,9,0,0,0,0,0
KRESKA
Elias,DD,110,28,30,7,0,0,17,37,0.273,0.336,0.409,0.745,21,5,28,2,1,6,7,1
KRESKA
Jonas,DD,40,13,9,3,0,1,8,15,0.225,0.375,0.411,0.786,13,1,14,1,2,0,7,1
KÜNG
Patrick,HB,26,4,4,0,0,0,0,4,0.154,0.154,0.241,0.395,1,2,10,0,0,0,0,0
LACAYO
Jerry,VW,71,16,19,4,0,4,8,35,0.268,0.493,0.386,0.879,7,8,9,1,2,0,0,0
LAHSNIG
Felix,GH,40,4,8,0,0,0,2,8,0.200,0.200,0.360,0.560,9,1,8,2,0,0,0,0
LASTINGER
Andreas,VW,80,19,24,3,1,6,23,47,0.300,0.588,0.456,1.044,13,10,13,2,0,0,2,0
LAZAR
Jakob,VW,23,7,4,1,0,0,6,5,0.174,0.217,0.406,0.623,8,1,11,0,0,0,3,1
LEABOURN
Henry,DD,78,10,22,5,0,0,22,27,0.282,0.346,0.419,0.765,11,11,13,4,5,1,0,0
LÖFFLER
Dominik,VM,108,30,32,2,0,3,21,43,0.296,0.398,0.438,0.836,27,1,11,1,1,0,1,0
LUGER
Maximilian,DOI,5,1,2,0,0,0,0,2,0.400,0.400,0.500,0.900,0,1,0,0,0,0,0,0
LUTTER
Matthias,HB,43,2,7,1,0,0,1,8,0.163,0.186,0.234,0.420,3,1,24,2,0,0,1,1
LUTTOR
Graeham,DOI,65,26,31,6,0,6,19,55,0.477,0.846,0.568,1.414,13,2,6,2,1,0,6,1
MAIER
Levin,HB,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
MÄSER
Luca,HB,65,14,19,3,0,0,8,22,0.292,0.338,0.395,0.733,8,3,16,0,0,2,7,2
MÄSER
Yanik,HB,96,19,22,4,0,1,7,29,0.229,0.302,0.339,0.641,9,7,25,1,0,0,4,1
MASHATT
David,GH,8,2,2,0,0,0,0,2,0.250,0.250,0.333,0.583,1,0,5,0,0,0,0,0
MAUERSICH
Yuna,GH,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
MC GARRY
Eoghan,DD,115,23,36,5,2,3,29,54,0.313,0.470,0.382,0.852,9,5,25,0,2,1,12,2
MIKSCH
David,GH,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
MÜLLER
Maximilian,GH,25,3,2,0,1,0,2,4,0.080,0.160,0.207,0.367,2,2,14,1,0,0,1,0
MURPHY
Jackson,HB,52,10,18,6,0,1,15,27,0.346,0.519,0.469,0.988,10,2,10,2,0,0,1,0
NAHMENS
William,VM,84,13,27,6,0,2,12,39,0.321,0.464,0.433,0.897,15,3,20,1,2,0,2,2
NIEDERL
Nicolas,BB,33,2,2,1,0,0,2,3,0.061,0.091,0.114,0.205,0,2,16,0,0,1,0,0
NIEL
Elias,DOI,12,0,2,0,0,0,1,2,0.167,0.167,0.167,0.334,0,0,2,0,0,0,0,1
NÖBL
Leon,HB,4,0,0,0,0,0,0,0,0.000,0.000,0.200,0.200,1,0,0,0,0,0,0,0
OBED
Ferdinand,DOI,98,31,31,3,0,3,23,43,0.316,0.439,0.496,0.935,36,0,21,0,1,1,10,1
OBERLECHNER
Samuel,DOI,3,0,0,0,0,0,0,0,0.000,0.000,0.250,0.250,1,0,2,0,0,0,0,0
OBERMAYER
Sascha,GH,50,9,11,3,1,2,8,22,0.220,0.440,0.322,0.762,7,1,15,1,1,0,2,0
ORTIZ
Jose,GH,16,10,11,2,0,1,6,16,0.688,1.000,0.727,1.727,5,0,0,0,1,0,0,1
PALMA
Kelvis,HB,41,2,15,4,0,0,5,19,0.366,0.463,0.422,0.885,4,0,5,0,0,0,2,0
PAMPERL
Willi,VW,5,1,1,0,0,0,0,1,0.200,0.200,0.200,0.400,0,0,1,0,0,0,0,0
PERDUE
Melvin,DD,122,26,37,6,0,0,20,43,0.303,0.352,0.390,0.742,18,0,9,4,1,1,5,1
PETRACS
Lars,VM,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
PFISTER
Jochen,DOI,87,11,17,2,0,0,7,19,0.195,0.218,0.263,0.481,5,3,24,2,0,4,1,1
PICHLER
Lukas,DOI,18,0,6,2,0,0,1,8,0.333,0.444,0.400,0.844,1,1,6,0,0,1,0,0
POAPST
Kyle Bev,DD,26,5,7,3,0,0,5,10,0.269,0.385,0.345,0.730,3,0,3,1,0,0,0,0
PORTNER
Luis,VW,7,1,1,0,0,0,2,1,0.143,0.143,0.455,0.598,3,1,1,1,0,0,0,0
RAIMANN
Clemens,DD,10,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,3,0,0,0,0,0
RAUNIGGER
Jan,GH,49,4,9,0,0,0,7,9,0.184,0.184,0.310,0.494,8,1,13,2,0,0,5,1
RAUSCHER
Timo,GH,7,1,0,0,0,0,0,0,0.000,0.000,0.364,0.364,4,0,3,0,0,0,0,1
RAUSCHER
Timo,VW,7,2,0,0,0,0,0,0,0.000,0.000,0.300,0.300,3,0,2,0,0,0,0,0
RESEL
Alexander,VW,98,18,20,1,0,2,9,27,0.204,0.276,0.310,0.586,14,2,44,1,2,0,4,0
REYES
Peter,VW,76,15,26,5,0,4,21,43,0.342,0.566,0.452,1.018,9,7,4,0,1,0,10,1
RIEDMANN
Moritz,DOI,97,13,25,2,1,1,11,32,0.258,0.330,0.314,0.644,7,1,23,2,0,1,7,2
RUPP
Ryan,DOI,1,0,1,0,0,0,2,1,1.000,1.000,1.000,2.000,0,0,0,0,0,0,0,0
SAKANASHI
Hiroyuki,VW,43,9,9,2,0,1,13,14,0.209,0.326,0.404,0.730,12,2,12,2,0,1,0,0
SALZMANN
Benjamin,VM,109,37,45,8,0,2,26,59,0.413,0.541,0.511,1.052,17,8,12,1,3,0,1,1
SALZMANN
Michael,DOI,91,8,27,3,0,1,11,33,0.297,0.363,0.380,0.743,10,4,16,0,3,1,4,1
SANSARYS
Erick,BB,11,1,1,0,0,0,1,1,0.091,0.091,0.231,0.322,2,0,4,0,0,0,0,0
SCHADLER
Nicholas,VM,10,3,0,0,0,0,0,0,0.000,0.000,0.167,0.167,2,0,1,5,0,0,0,0
SCHAFFER
Jakob,GH,7,1,0,0,0,0,0,0,0.000,0.000,0.125,0.125,0,1,5,0,0,0,0,0
SCHEDLER
Laurin,HB,20,0,2,0,0,0,0,2,0.100,0.100,0.217,0.317,3,0,9,0,0,1,1,0
SCHEIBER
Felix,BB,45,7,6,0,0,0,4,6,0.133,0.133,0.333,0.466,12,2,18,0,1,4,3,1
SCHEICHER
Moritz,DD,122,29,42,6,0,0,26,48,0.344,0.393,0.453,0.846,24,1,19,0,1,2,4,0
SCHERMER
Tobi,VM,113,27,32,7,0,0,23,39,0.283,0.345,0.393,0.738,17,4,18,2,1,1,7,0
SCHILLER
Alexander,GH,85,21,29,1,0,3,10,39,0.341,0.459,0.417,0.876,9,2,23,1,0,0,6,1
SCHNEIDER
Michael,VW,7,2,1,0,0,0,1,1,0.143,0.143,0.250,0.393,1,0,2,0,0,0,1,0
SCHÜTZ
Lukas,BB,59,17,18,3,0,0,5,21,0.305,0.356,0.488,0.844,17,4,7,0,0,1,8,1
SCHÜTZ
Niklas,BB,6,1,1,0,0,0,0,1,0.167,0.167,0.167,0.334,0,0,3,0,0,0,0,0
SCHÜTZ
Severin,BB,63,19,22,4,0,0,12,26,0.349,0.413,0.431,0.844,6,3,6,1,0,0,13,0
SCHWARZ
Elias,DD,1,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
SEIDENBERGER
Alexander,DD,35,7,9,4,0,0,6,13,0.257,0.371,0.366,0.737,3,3,8,1,0,0,2,1
SEISER
Claus,VM,134,24,51,9,0,0,27,60,0.381,0.448,0.424,0.872,13,0,14,3,4,2,2,0
SIMONSEN
Jakob,VM,3,2,1,0,0,0,1,1,0.333,0.333,0.333,0.666,0,0,1,0,0,0,0,0
SMITH
Jacob,GH,85,16,28,6,1,6,22,54,0.329,0.635,0.404,1.039,9,3,10,1,2,0,1,1
SMYTH
Kyle,BB,29,5,9,1,1,1,8,15,0.310,0.517,0.364,0.881,3,0,8,1,1,0,0,0
SOUTHEE
Lochlan,DOI,8,0,0,0,0,0,1,0,0.000,0.000,0.100,0.100,1,0,3,0,1,0,0,0
SQUIRES
Christopher,DOI,107,23,37,7,0,6,30,62,0.346,0.579,0.475,1.054,27,2,25,0,3,1,20,5
STEMMER
Georg,VW,99,22,23,8,2,1,17,38,0.232,0.384,0.372,0.756,19,3,36,2,0,0,11,2
STEPHAN
Felix,BB,72,16,18,0,0,0,11,18,0.250,0.250,0.393,0.643,11,6,19,4,0,2,1,1
SUCHAROWSKI
Stefan,DD,34,8,8,5,0,0,9,13,0.235,0.382,0.350,0.732,5,1,8,0,0,1,0,0
SWANSON
Jonathan,VM,28,5,7,0,0,0,3,7,0.250,0.250,0.313,0.563,1,2,6,1,1,0,1,0
TALIR
Dominik,VW,121,24,33,7,1,2,22,48,0.273,0.397,0.348,0.745,10,4,32,0,0,1,8,1
THAU
Angelo,VW,12,1,3,0,0,0,2,3,0.250,0.250,0.308,0.558,1,0,1,2,0,0,1,0
THEINER
Marcel,DOI,116,26,35,8,0,8,26,67,0.302,0.578,0.377,0.955,10,4,45,0,0,0,3,0
TONGUE
David,GH,57,7,10,0,0,0,5,10,0.175,0.175,0.319,0.494,10,2,13,1,0,1,7,1
TRIMMEL
Markus,GH,16,2,3,0,0,1,1,6,0.188,0.375,0.235,0.610,1,0,10,1,0,0,0,0
TRUJILLO SILVA
Livan,BB,61,12,21,3,0,1,13,27,0.344,0.443,0.394,0.837,5,0,6,1,0,0,5,1
USUI
Shotaro,DOI,61,22,20,3,3,2,9,35,0.328,0.574,0.453,1.027,11,3,7,1,0,0,17,5
WEATHERLY
Nathan,VM,65,17,19,7,0,3,24,35,0.292,0.538,0.505,1.043,24,4,17,0,0,0,0,0
WELLER
Peter,BB,57,8,11,1,0,0,7,12,0.193,0.211,0.313,0.524,4,6,11,0,0,4,0,0
WERNER
Tobias,GH,44,9,14,3,0,2,12,23,0.318,0.523,0.444,0.967,7,3,7,2,0,0,0,0
WIDEMSCHEK
Moritz,HB,25,4,3,0,1,0,3,5,0.120,0.200,0.267,0.467,5,0,12,1,0,0,0,0
WINDER
Marcel,HB,29,2,4,1,0,0,3,5,0.138,0.172,0.306,0.478,6,1,10,2,0,1,0,0
YONEZAWA
Koki,DD,136,40,51,6,3,2,32,69,0.375,0.507,0.467,0.974,24,3,13,1,4,0,19,6
ZIMMERLE
Felix,VW,95,22,27,10,1,1,22,42,0.284,0.442,0.391,0.833,17,1,19,1,2,0,4,1
ZIMMERMANN
Jonas,HB,5,1,1,0,0,0,0,1,0.200,0.200,0.200,0.400,0,0,1,0,0,0,0,0
ZOUFAL
Alessandro,DD,74,13,17,7,0,1,10,27,0.230,0.365,0.284,0.649,4,2,18,1,1,0,2,0
