Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
MENONI,Leonardo,LAN,1,3,11.41,14,2,0,0,0,32.1,52,52,41,36,16,10,2,2,140,0.371,11,7,0,4,2,31,42
MESCHINI,Michele,TOR,1,0,8.62,13,0,0,0,0,15.2,23,18,15,8,12,7,0,0,69,0.333,1,1,0,0,1,17,16
MESSINA,Jordan,ACA,0,1,3.18,12,0,2,0,0,17.0,15,9,6,9,21,2,0,0,65,0.231,1,1,0,1,1,10,19
MIGLIETTA,Matteo,FIO,0,0,27.00,1,0,0,0,0,1.0,2,4,3,3,2,0,0,0,6,0.333,0,0,0,0,0,0,1
MOCCIA,Gianluca,DRA,0,0,0.00,1,0,0,0,0,0.2,3,0,0,0,0,0,0,0,5,0.600,0,0,0,0,0,0,2
MONTICELLI,Davide,SEN,3,0,2.51,9,0,1,0,0,14.1,12,5,4,7,11,1,1,0,53,0.226,1,2,0,1,1,15,16
MONTIETH HERRERA,Frank Andry,ATL,5,2,1.55,12,11,0,0,0,63.2,51,11,11,2,70,5,1,1,237,0.215,4,3,0,0,0,49,65
MORILLO PUNTIEL,Geronimo Arturo,MIL,1,1,8.34,8,2,1,0,0,22.2,35,22,21,18,14,8,1,4,97,0.361,3,2,0,2,1,19,30
MORO,Matteo,DRA,1,3,7.36,12,7,0,0,0,40.1,63,37,33,23,18,7,3,3,174,0.362,4,6,0,8,0,44,51
MORREALE,Nicholas Alexander,ROV,6,1,3.11,17,3,2,1,0,72.1,58,36,25,31,88,10,3,0,268,0.216,11,6,1,3,2,65,52
MUCCINI,Tommaso,RIM,0,1,3.80,8,1,0,0,0,21.1,18,10,9,15,15,3,1,0,79,0.228,5,4,1,0,1,17,28
MURGIA,Edoardo,CAG,0,0,13.50,5,0,0,0,0,9.1,13,16,14,16,1,0,0,0,41,0.317,13,4,0,2,0,6,20
NANETTI,Andrea,LON,2,1,3.80,11,0,0,0,0,21.1,17,10,9,11,12,3,0,0,80,0.213,1,5,0,0,0,21,28
NARDI,Alessandro,OLT,1,1,4.50,8,0,0,0,0,14.0,9,11,7,10,7,1,1,0,51,0.176,3,6,1,1,0,24,9
NARDI,Francesco,COL,2,1,7.22,19,1,2,0,0,38.2,47,35,31,32,29,10,2,2,156,0.301,2,4,0,3,1,47,32
NEPOTI,Riccardo,ATL,3,2,3.58,12,10,1,0,0,55.1,46,23,22,22,36,8,3,0,206,0.223,2,5,0,2,2,61,67
NISI,Davide,SET,0,0,27.00,1,0,0,0,0,1.1,4,5,4,1,2,0,0,1,9,0.444,0,2,0,0,0,0,2
NOSTI,Nicholas Gidon,ROV,0,0,27.00,1,0,0,0,0,0.1,1,1,1,0,0,0,0,0,3,0.333,1,2,0,0,0,0,1
NOVELLO,Davide,DRA,1,1,7.36,6,0,1,0,0,7.1,8,6,6,5,7,2,1,0,29,0.276,0,1,0,0,0,4,10
OBERTO,Orlando Junior,JRG,3,1,2.06,16,3,2,0,0,39.1,32,11,9,15,47,7,1,0,142,0.225,0,0,0,0,1,28,34
PALTRINIERI,Alessio,MOD,2,0,2.63,14,1,0,0,0,24.0,24,12,7,10,10,5,1,0,97,0.247,2,0,1,0,1,24,32
PALUMBO CARDOZO,Angelo Michelle Paolo,BOL,6,0,1.71,12,2,0,0,0,26.1,18,9,5,8,35,3,0,1,96,0.188,0,1,0,0,0,27,14
PASCOLI,Marco,TOR,1,1,3.13,12,0,3,0,0,23.0,23,8,8,6,20,5,0,0,89,0.258,2,0,0,1,1,21,27
PECCI,Federico,NET,5,1,3.61,14,6,1,0,0,47.1,52,22,19,16,49,5,2,4,183,0.284,2,3,0,4,1,42,43
PELLACINI,Luca,COL,0,1,216.00,2,0,0,0,0,0.1,4,10,8,5,0,2,0,1,6,0.667,0,0,0,0,0,0,1
PELUSO RODRIGUEZ,Eduardo Andres,BOZ,5,5,4.22,16,7,3,0,0,59.2,59,45,28,47,88,9,1,1,245,0.241,9,3,4,5,0,54,40
PERALTA REYNOSO,Junior Eliazer,BRE,0,1,2.05,11,1,1,0,0,22.0,15,9,5,10,24,2,1,0,79,0.190,1,4,0,1,1,18,20
PERCIATO,Matteo,RES,0,1,4.63,7,0,1,0,0,11.2,13,8,6,12,9,2,0,1,48,0.271,2,0,1,1,0,12,14
PERDOMO,Gilbert Nielsen,VER,10,3,1.92,15,15,0,1,0,98.1,65,24,21,13,135,9,3,3,356,0.183,5,3,2,0,0,95,51
PEREZ CESPEDES,Edward Antonio,MON,0,0,0.00,1,0,0,0,0,2.0,2,0,0,1,1,0,0,0,6,0.333,0,0,0,1,0,2,2
PEREZ PEREZ,Jose Manuel,SET,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,2,0,0,0,3,0.000,2,0,0,0,0,1,0
PEREZ,Ramon,CER,5,7,3.17,16,16,0,2,0,110.2,128,63,39,37,82,15,2,3,442,0.290,5,8,1,8,10,125,109
PETRALIA,Alessandro,MOD,0,1,14.40,5,0,0,0,0,5.0,7,8,8,3,2,1,1,0,23,0.304,1,0,0,0,0,4,7
PICCOLI,Davide,VER,0,0,9.45,4,0,1,0,0,6.2,7,9,7,9,6,2,1,0,28,0.250,2,0,0,2,0,6,8
PIERETTI,Filippo,MAC,0,0,3.38,3,0,0,0,0,2.2,1,1,1,3,2,0,0,0,8,0.125,1,0,0,1,0,3,3
PIETROGRANDE,Pablo,ROV,1,7,5.53,15,14,1,0,0,68.1,75,50,42,36,34,16,1,1,267,0.281,6,5,1,2,6,73,81
PILLERI,Benedetto,CAG,0,1,36.00,3,1,0,0,0,4.0,12,16,16,8,0,7,1,1,22,0.545,1,1,0,0,0,4,6
PIN,Mattia,DRA,1,0,22.74,8,0,0,0,0,6.1,16,17,16,9,5,5,0,1,35,0.457,0,3,2,0,0,6,7
PINI,Romano Santiago,RIM,0,0,0.00,1,0,0,0,0,2.0,2,1,0,1,1,0,0,0,8,0.250,0,0,0,0,0,1,3
PIOVAN EDSON,Alejandro,SET,0,3,10.87,14,1,1,0,0,27.1,45,35,33,17,22,14,2,1,123,0.366,7,3,1,0,3,33,24
PITTARI,Kevin,BRE,0,1,0.00,1,0,0,0,0,1.1,0,1,0,2,1,0,0,0,2,0.000,0,0,0,1,1,2,1
PIUMATTI,Gabriele,GOD,0,0,0.38,14,0,4,0,0,23.2,11,2,1,12,32,1,0,0,78,0.141,0,6,0,1,0,14,21
PIZZAROTTI,Andrea,SAL,1,3,6.94,13,3,2,0,0,36.1,49,38,28,20,24,6,2,0,151,0.325,6,3,0,8,2,32,51
PIZZI,Davide,MIL,0,4,7.03,16,2,0,0,0,48.2,62,50,38,34,27,15,4,0,204,0.304,12,1,0,2,2,61,45
PIZZICONI,Andrea,NET,2,1,3.45,10,7,0,0,0,31.1,30,16,12,12,33,8,0,3,118,0.254,2,1,0,0,0,34,20
PIZZOLINI,Marco,RON,4,2,5.70,15,6,2,0,0,47.1,44,36,30,40,41,4,1,1,183,0.240,4,8,0,1,3,54,45
PIZZOLINI,Matteo,RON,0,0,0.00,2,0,0,0,0,0.2,3,0,0,1,1,0,0,0,5,0.600,1,0,0,0,0,1,0
POLANCO MARCANTONIO,Giacomo Junior,MON,2,7,4.44,13,13,0,1,1,77.0,80,46,38,47,62,5,2,0,303,0.264,8,8,1,1,4,81,75
POLCE,Matteo,MIL,0,0,8.18,6,0,0,0,0,11.0,22,15,10,4,4,5,2,1,53,0.415,5,3,0,1,0,9,16
POMPILIO,Romolo,MOD,0,0,27.00,1,0,0,0,0,0.1,2,1,1,0,0,1,0,0,3,0.667,0,0,0,0,0,0,1
POMPONI,Francesco,PAR,0,0,2.25,4,0,0,0,0,4.0,3,1,1,2,6,0,0,0,13,0.231,2,1,0,0,0,3,1
POMPONI,Michele,PAR,3,0,0.53,4,3,0,0,0,17.0,7,1,1,8,26,1,0,0,55,0.127,1,2,0,0,0,12,10
PONCE FRENES,Hector Miguel,CAG,4,6,3.80,10,10,0,3,0,66.1,62,34,28,14,83,14,3,3,264,0.235,6,4,2,0,0,76,34
PUGLIESE,Nicholas,BOL,0,0,0.00,2,0,0,0,0,1.2,2,0,0,0,3,0,0,0,7,0.286,0,0,1,0,0,1,1
PULZETTI,Luca,RSM,0,0,162.00,1,0,0,0,0,0.1,3,6,6,3,0,0,1,0,3,1.000,0,0,0,1,0,0,1
QUATTRINI,Gabriele,MAC,8,4,3.14,15,14,0,1,0,83.0,71,32,29,31,103,13,4,4,302,0.235,3,5,1,1,1,49,78
QUEVEDO VISO,Carlos Eduardo,RSM,6,0,1.54,13,8,0,0,0,46.2,25,8,8,6,89,4,0,2,168,0.149,1,1,0,0,0,34,18
RAMIREZ REYES,Joshua Manuel,LAN,0,1,10.64,4,0,0,0,0,11.0,11,18,13,21,5,2,0,0,39,0.282,6,4,1,4,1,9,18
RASSIZAD,Niccolò Amir,FIO,0,0,8.38,5,0,0,0,0,9.2,14,14,9,7,4,1,0,1,40,0.350,2,2,0,2,0,11,12
RICCI,Federico,ACA,0,1,5.40,1,0,0,0,0,1.2,2,2,1,2,1,0,0,0,6,0.333,1,0,0,0,0,1,2
RICHETTI,Carlos Manuel,ATL,3,3,2.42,14,1,2,0,0,44.2,46,23,12,7,46,8,0,2,178,0.258,3,5,1,0,1,45,35
RIDOLFI,Francesco,RIM,3,3,4.08,15,2,1,0,0,39.2,29,25,18,21,51,2,1,2,139,0.209,6,15,1,3,5,35,31
RIVERA,Yomel,PAR,4,0,5.10,13,1,2,0,0,30.0,33,17,17,7,51,6,0,3,118,0.280,3,3,1,0,2,17,18
RIVERO PEREDA,Raul Jose,BOL,2,1,3.34,12,5,0,0,0,35.0,27,13,13,5,61,6,1,3,131,0.206,2,2,1,0,0,25,17
ROBLES MARTIN,Federico Nicolas,CRO,7,2,1.59,17,13,1,0,0,96.1,60,22,17,25,117,9,1,2,340,0.176,2,8,0,0,3,78,83
RODRIGUEZ MEJIAS,Jhonaikell Javier,DRA,6,4,4.59,17,13,1,2,1,80.1,55,48,41,75,142,16,5,2,293,0.188,15,13,2,1,2,38,58
RODRIGUEZ SALAS,José Alexander,GOD,6,5,2.91,13,12,0,0,0,74.1,63,26,24,21,102,10,1,5,277,0.227,2,5,0,0,1,58,52
ROMERO ARTIGAS,Victor David,TOR,2,1,3.00,10,1,3,0,0,30.0,15,12,10,28,44,3,1,0,103,0.146,6,3,1,0,0,32,10
RONDINA,Michele,ROV,1,1,9.00,3,0,0,0,0,2.0,3,2,2,2,1,0,0,0,8,0.375,0,3,0,0,0,3,1
RONDON SEQUERA,Danny Javier,PAR,3,2,4.37,8,7,0,0,0,35.0,33,19,17,16,32,7,1,1,131,0.252,4,2,0,2,3,40,29
SABBADINI,Alex,GOD,0,1,7.84,7,0,0,0,0,10.1,13,9,9,6,9,2,0,2,44,0.295,0,0,0,0,0,11,11
SABBADINI,Mirco,GOD,0,0,13.50,2,0,0,0,0,1.1,0,2,2,3,2,0,0,0,4,0.000,0,0,0,0,0,1,1
SALVATORE,Simone,SET,0,8,13.83,12,6,0,0,0,27.1,30,50,42,49,20,7,0,1,105,0.286,16,4,1,2,1,31,25
SALVIATO,Filippo,VER,0,2,5.87,16,1,0,0,0,38.1,48,33,25,25,24,8,3,1,162,0.296,10,12,1,0,1,38,46
SALVIATO,Francesco,DRA,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,3,0.000,0,1,0,0,0,0,3
SANTANA PAYANO,Luis Manuel,COL,4,1,4.79,20,4,3,0,0,56.1,50,35,30,39,54,17,0,2,216,0.231,5,1,0,2,2,45,66
SASSI,Lorenzo,CRO,0,0,20.25,7,0,0,0,0,4.0,4,9,9,15,1,2,0,0,16,0.250,3,3,1,0,0,3,8
SCERRATO,Gianluca Oberdan,MOD,0,0,27.00,2,0,0,0,0,1.2,7,5,5,2,3,0,2,0,12,0.583,2,0,0,0,0,1,1
SCIACCA,Salvatore,RES,7,3,7.82,15,11,0,1,0,73.2,108,74,64,32,51,19,6,7,324,0.333,5,12,2,4,4,65,97
SCOTTI,Claudio,BOL,5,0,2.15,14,12,0,0,0,50.1,34,19,12,24,87,5,3,2,186,0.183,7,1,0,1,1,28,31
SEGATA,Alessandro,BOZ,0,0,0.00,1,0,0,0,0,2.0,0,0,0,0,1,0,0,0,5,0.000,0,0,0,1,0,3,2
SERCI,Andrea,SET,0,0,4.50,2,0,0,0,0,2.0,4,1,1,2,0,0,0,0,8,0.500,0,0,0,0,0,3,1
SERVIDEI,Marco,GOD,0,0,4.50,1,0,0,0,0,2.0,4,1,1,1,1,0,0,0,10,0.400,0,0,0,0,0,2,3
SHELDON,Bryan,SEN,3,0,2.16,10,4,1,0,0,33.1,27,13,8,14,38,2,1,1,121,0.223,1,2,0,1,4,33,24
SIMONE,Valerio,NET,1,0,12.71,4,0,0,0,0,5.2,6,8,8,4,7,3,0,2,23,0.261,1,0,0,0,0,5,5
SINFORICI PEREZ,Alessio,FIO,0,3,10.74,13,1,0,0,0,29.1,38,54,35,40,24,6,3,2,129,0.295,6,8,3,1,2,37,24
SOSA SILVA,Kevin Rafael,JRG,0,2,3.69,10,9,0,0,0,39.0,39,20,16,14,26,7,0,1,149,0.262,5,5,0,1,3,47,39
SOTO LOPEZ,Erik Tomas,MOD,9,5,2.46,18,14,0,0,0,95.0,86,44,26,35,96,12,2,2,348,0.247,5,5,0,4,8,93,74
SOTTOCASA,Francesco,TOR,0,0,0.00,1,0,0,0,0,0.1,1,0,0,0,0,0,0,0,1,1.000,0,0,0,0,0,0,0
SPLENDIANI,Leonardo,MAC,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,4,0.250,0,0,0,0,0,0,3
STABILE,Marco,RON,0,0,18.00,5,0,0,0,0,4.0,2,8,8,9,4,0,1,0,12,0.167,1,4,0,1,0,3,4
STABILE,Pietro,RON,5,2,2.38,15,1,1,0,0,53.0,35,16,14,40,66,6,1,0,186,0.188,8,1,1,1,7,28,60
STORCI,Gabriele,COL,0,0,27.00,1,0,0,0,0,0.1,1,1,1,0,0,0,0,0,2,0.500,0,0,0,0,0,0,1
SUAREZ HERNANDEZ,Yoel,SET,6,4,1.03,10,10,0,6,3,78.1,60,17,9,11,109,7,1,1,289,0.208,2,2,2,0,4,61,57
TABARRINI,Cristiano,MON,0,1,8.53,9,0,1,0,0,12.2,13,16,12,11,6,1,0,0,52,0.250,5,4,0,0,0,17,12
TAGLIAFERRI,Gabriele,FIO,0,3,6.19,10,6,0,0,0,36.1,42,33,25,20,19,12,0,0,150,0.280,5,2,0,3,2,27,59
TASCHIN,Giacomo,ROV,0,0,0.00,1,0,0,0,0,2.0,2,2,0,4,2,1,0,0,7,0.286,0,1,0,0,0,1,2
TASCHIN,Lorenzo,ROV,0,1,4.50,1,0,0,0,0,2.0,4,3,1,2,2,0,0,0,11,0.364,1,0,0,0,0,4,0
TASCHINI,Paolo,NET,0,1,3.46,7,1,0,0,0,13.0,16,5,5,7,6,3,0,1,52,0.308,0,0,0,0,0,18,12
TERAN,Carlos Enrrique De La Trinidad,NET,2,1,2.70,10,0,0,0,0,23.1,19,14,7,9,26,3,0,1,87,0.218,5,5,1,1,2,29,11
TOGNACCI,Gianluca,RIM,1,3,4.57,13,5,1,0,0,43.1,42,31,22,20,40,8,1,1,169,0.249,1,11,2,1,1,42,42
TOMASIN,Alberto,CER,0,1,21.60,4,0,0,0,0,1.2,4,5,4,1,4,0,0,1,10,0.400,0,2,1,0,0,0,1
TORTINI,Marco,SAL,3,5,2.80,15,7,0,0,0,54.2,38,25,17,31,52,7,2,0,197,0.193,6,5,0,2,2,58,43
TREVISAN,Nicolas,CRO,2,0,4.98,16,0,0,0,0,21.2,23,14,12,13,11,5,0,0,83,0.277,5,2,2,0,1,21,27
TUCCI,Oscar,TOR,1,0,0.00,7,0,0,0,0,12.0,4,0,0,6,17,2,0,0,40,0.100,1,0,0,0,0,6,12
TURI,Giovanni,MAC,0,0,3.24,5,1,0,0,0,8.1,6,3,3,5,6,0,0,1,29,0.207,0,3,0,0,0,8,9
VAGLIO,Francesco,MON,0,0,0.00,1,0,0,0,0,0.0,1,2,2,1,0,0,0,0,1,1.000,1,0,0,0,0,0,0
VALENZUELA,Albert Saul,DRA,1,3,6.28,13,3,0,0,0,28.2,36,27,20,23,28,7,1,2,122,0.295,7,5,1,3,1,24,31
VARALDA,Mattia,SET,4,4,2.81,14,13,0,1,1,89.2,88,39,28,26,46,15,1,3,345,0.255,3,4,0,2,5,73,132
VELEZ ALCANTARA,William Alexander,SET,0,0,12.79,6,0,0,0,0,6.1,2,9,9,17,8,0,0,0,19,0.105,4,2,0,1,1,5,6
VENTURA,Cipriano,MOD,2,1,6.57,13,2,0,0,0,24.2,39,27,18,5,22,4,0,0,107,0.364,5,1,0,2,2,36,10
VERLENGIERI,Flavio Gabriel,ACA,0,0,1.93,3,0,1,0,0,9.1,9,2,2,1,7,0,0,1,34,0.265,1,1,0,0,0,7,11
VIGNOLI,Jacopo,SAL,2,1,6.08,12,1,1,0,0,26.2,26,20,18,21,22,4,1,1,103,0.252,3,7,0,2,1,20,34
VILORIA,Nolberto,OLT,0,1,9.00,1,0,0,0,0,2.0,1,2,2,2,1,0,0,0,8,0.125,1,0,0,0,0,6,0
VIRGADAULA,Federico,BRE,3,3,2.89,13,12,0,0,0,71.2,64,36,23,38,83,5,5,0,267,0.240,5,3,2,4,9,78,46
WERNET,Gillian Ashley,MAC,1,1,6.75,15,0,5,0,0,34.2,31,29,26,29,40,5,2,3,126,0.246,12,7,2,1,3,38,20
ZAMBELLI,Alessandro,SAL,3,3,6.63,19,9,0,0,0,55.2,72,54,41,33,44,14,2,2,233,0.309,7,4,0,1,4,66,47
ZAMBERNARDI,Leonardo,COL,0,0,0.00,2,0,0,0,0,2.0,1,0,0,1,2,0,0,0,6,0.167,0,0,0,0,0,3,0
ZAMBON,Enrico,CER,0,0,6.75,1,0,0,0,0,2.2,2,2,2,4,3,0,0,0,10,0.200,2,0,1,0,0,2,3
ZANCHI,Enrico,BOZ,4,8,5.24,16,16,0,1,0,92.2,92,60,54,48,105,14,4,3,361,0.255,10,8,1,3,2,91,69
ZOTTI,Matthias,BOL,3,0,4.15,11,2,0,0,0,21.2,17,11,10,10,30,1,0,0,83,0.205,1,0,0,0,0,20,15
